transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00287,8000,2025-08-19,12370.74,Monthly 8000 - August 2025,Operations,Vendor_8000
TXN00288,8100,2025-08-19,5908.95,Monthly 8100 - August 2025,Operations,Vendor_8100
TXN00289,8200,2025-08-19,6017.58,Monthly 8200 - August 2025,Operations,Vendor_8200
TXN00290,9000,2025-08-19,2252.42,Monthly 9000 - August 2025,Operations,Vendor_9000
TXN00291,9100,2025-08-19,4559.77,Monthly 9100 - August 2025,Operations,Vendor_9100
TXN00294,3100,2025-08-19,10356.98,Monthly 3100 - August 2025,Operations,Vendor_3100
TXN00293,3000,2025-08-19,18488.05,Monthly 3000 - August 2025,Operations,Vendor_3000
TXN00295,9500,2025-08-19,1663.53,Monthly 9500 - August 2025,Operations,Vendor_9500
TXN00296,9600,2025-08-19,3500.0,Monthly 9600 - August 2025,Operations,Vendor_9600
TXN00297,9700,2025-08-19,76.28,Monthly 9700 - August 2025,Operations,Vendor_9700
TXN00286,7300,2025-08-19,2156.08,Monthly 7300 - August 2025,Operations,Vendor_7300
TXN00292,9200,2025-08-19,8095.07,Monthly 9200 - August 2025,Operations,Vendor_9200
TXN00285,7200,2025-08-19,927.88,Monthly 7200 - August 2025,Operations,Vendor_7200
TXN00284,7100,2025-08-19,2529.0,Monthly 7100 - August 2025,Operations,Vendor_7100
TXN00283,6300,2025-08-19,1679.03,Monthly 6300 - August 2025,Operations,Vendor_6300
TXN00272,4100,2025-08-19,17613.63,Monthly 4100 - August 2025,Operations,Vendor_4100
TXN00273,4200,2025-08-19,8277.41,Monthly 4200 - August 2025,Operations,Vendor_4200
TXN00274,5000,2025-08-19,12500.0,Monthly 5000 - August 2025,Operations,Vendor_5000
TXN00275,5100,2025-08-19,1575.6,Monthly 5100 - August 2025,Operations,Vendor_5100
TXN00276,5200,2025-08-19,9144.32,Monthly 5200 - August 2025,Operations,Vendor_5200
TXN00271,4000,2025-08-19,61821.96,Monthly 4000 - August 2025,Operations,Vendor_4000
TXN00278,5500,2025-08-19,85725.78,Monthly 5500 - August 2025,Operations,Vendor_5500
TXN00279,5510,2025-08-19,13070.11,Monthly 5510 - August 2025,Operations,Vendor_5510
TXN00280,5520,2025-08-19,16925.77,Monthly 5520 - August 2025,Operations,Vendor_5520
TXN00281,5530,2025-08-19,20183.79,Monthly 5530 - August 2025,Operations,Vendor_5530
TXN00282,6200,2025-08-19,3497.24,Monthly 6200 - August 2025,Operations,Vendor_6200
TXN00277,5300,2025-08-19,3587.02,Monthly 5300 - August 2025,Operations,Vendor_5300
