transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00232,7300,2025-06-20,2174.5,Monthly 7300 - June 2025,Operations,Vendor_7300
TXN00233,8000,2025-06-20,12664.57,Monthly 8000 - June 2025,Operations,Vendor_8000
TXN00234,8100,2025-06-20,4314.05,Monthly 8100 - June 2025,Operations,Vendor_8100
TXN00235,8200,2025-06-20,2543.46,Monthly 8200 - June 2025,Operations,Vendor_8200
TXN00236,9000,2025-06-20,5850.18,Monthly 9000 - June 2025,Operations,Vendor_9000
TXN00239,3000,2025-06-20,19183.31,Monthly 3000 - June 2025,Operations,Vendor_3000
TXN00238,9200,2025-06-20,6304.83,Monthly 9200 - June 2025,Operations,Vendor_9200
TXN00240,3100,2025-06-20,11158.33,Monthly 3100 - June 2025,Operations,Vendor_3100
TXN00241,9500,2025-06-20,1596.95,Monthly 9500 - June 2025,Operations,Vendor_9500
TXN00242,9600,2025-06-20,3500.0,Monthly 9600 - June 2025,Operations,Vendor_9600
TXN00231,7200,2025-06-20,777.48,Monthly 7200 - June 2025,Operations,Vendor_7200
TXN00237,9100,2025-06-20,3570.06,Monthly 9100 - June 2025,Operations,Vendor_9100
TXN00243,9700,2025-06-20,58.24,Monthly 9700 - June 2025,Operations,Vendor_9700
TXN00230,7100,2025-06-20,2431.18,Monthly 7100 - June 2025,Operations,Vendor_7100
TXN00228,6200,2025-06-20,4208.41,Monthly 6200 - June 2025,Operations,Vendor_6200
TXN00229,6300,2025-06-20,2340.22,Monthly 6300 - June 2025,Operations,Vendor_6300
TXN00217,4000,2025-06-20,66689.83,Monthly 4000 - June 2025,Operations,Vendor_4000
TXN00218,4100,2025-06-20,21764.3,Monthly 4100 - June 2025,Operations,Vendor_4100
TXN00219,4200,2025-06-20,8898.78,Monthly 4200 - June 2025,Operations,Vendor_4200
TXN00221,5100,2025-06-20,1581.79,Monthly 5100 - June 2025,Operations,Vendor_5100
TXN00220,5000,2025-06-20,12500.0,Monthly 5000 - June 2025,Operations,Vendor_5000
TXN00223,5300,2025-06-20,3393.37,Monthly 5300 - June 2025,Operations,Vendor_5300
TXN00224,5500,2025-06-20,85204.27,Monthly 5500 - June 2025,Operations,Vendor_5500
TXN00225,5510,2025-06-20,12716.68,Monthly 5510 - June 2025,Operations,Vendor_5510
TXN00226,5520,2025-06-20,17972.61,Monthly 5520 - June 2025,Operations,Vendor_5520
TXN00227,5530,2025-06-20,18632.75,Monthly 5530 - June 2025,Operations,Vendor_5530
TXN00222,5200,2025-06-20,9126.99,Monthly 5200 - June 2025,Operations,Vendor_5200
