transaction_id,gl_account_id,date,amount,description,department,vendor
TXN00042,7200,2024-11-22,2524.51,Monthly 7200 - November 2024,Operations,Vendor_7200
TXN00043,7300,2024-11-22,2136.07,Monthly 7300 - November 2024,Operations,Vendor_7300
TXN00044,8000,2024-11-22,12299.04,Monthly 8000 - November 2024,Operations,Vendor_8000
TXN00045,8100,2024-11-22,6284.09,Monthly 8100 - November 2024,Operations,Vendor_8100
TXN00046,8200,2024-11-22,2444.67,Monthly 8200 - November 2024,Operations,Vendor_8200
TXN00048,9100,2024-11-22,4070.0,Monthly 9100 - November 2024,Operations,Vendor_9100
TXN00051,3100,2024-11-22,10823.89,Monthly 3100 - November 2024,Operations,Vendor_3100
TXN00050,3000,2024-11-22,19698.34,Monthly 3000 - November 2024,Operations,Vendor_3000
TXN00052,9500,2024-11-22,1707.65,Monthly 9500 - November 2024,Operations,Vendor_9500
TXN00053,9600,2024-11-22,3500.0,Monthly 9600 - November 2024,Operations,Vendor_9600
TXN00054,9700,2024-11-22,1593.75,Monthly 9700 - November 2024,Operations,Vendor_9700
TXN00049,9200,2024-11-22,3283.79,Monthly 9200 - November 2024,Operations,Vendor_9200
TXN00041,7100,2024-11-22,2378.17,Monthly 7100 - November 2024,Operations,Vendor_7100
TXN00047,9000,2024-11-22,5054.3,Monthly 9000 - November 2024,Operations,Vendor_9000
TXN00039,6200,2024-11-22,3367.63,Monthly 6200 - November 2024,Operations,Vendor_6200
TXN00029,4100,2024-11-22,25949.64,Monthly 4100 - November 2024,Operations,Vendor_4100
TXN00030,4200,2024-11-22,8342.24,Monthly 4200 - November 2024,Operations,Vendor_4200
TXN00031,5000,2024-11-22,12500.0,Monthly 5000 - November 2024,Operations,Vendor_5000
TXN00032,5100,2024-11-22,1443.41,Monthly 5100 - November 2024,Operations,Vendor_5100
TXN00033,5200,2024-11-22,9775.17,Monthly 5200 - November 2024,Operations,Vendor_5200
TXN00028,4000,2024-11-22,68675.55,Monthly 4000 - November 2024,Operations,Vendor_4000
TXN00040,6300,2024-11-22,1362.75,Monthly 6300 - November 2024,Operations,Vendor_6300
TXN00035,5500,2024-11-22,86116.06,Monthly 5500 - November 2024,Operations,Vendor_5500
TXN00036,5510,2024-11-22,12652.87,Monthly 5510 - November 2024,Operations,Vendor_5510
TXN00037,5520,2024-11-22,16324.36,Monthly 5520 - November 2024,Operations,Vendor_5520
TXN00038,5530,2024-11-22,11686.43,Monthly 5530 - November 2024,Operations,Vendor_5530
TXN00034,5300,2024-11-22,3470.66,Monthly 5300 - November 2024,Operations,Vendor_5300
